orf_name,miller,presnyak,geisberg,half_life
YJL072C,6.25,3.1,20.0,9.78333333333
YJL073W,11.63,4.5,23.0,13.0433333333
YJL074C,14.87,19.8,26.0,20.2233333333
YJL076W,16.2,27.7,28.0,23.9666666667
YJL077C,,4.8,,4.8
YJL077W-B,,,14.0,14.0
YJL078C,9.38,12.3,25.0,15.56
YJL079C,9.09,15.4,75.0,33.1633333333
YJL080C,45.81,,,45.81
YJL081C,20.95,,20.0,20.475
YJL082W,3.3,,50.0,26.65
YJL083W,,25.0,36.0,30.5
YJL084C,6.94,18.8,60.0,28.58
YJL085W,8.25,7.7,44.0,19.9833333333
YJL087C,,,21.0,21.0
YJL088W,25.96,4.4,46.0,25.4533333333
YJL089W,,,46.0,46.0
YJL090C,5.62,3.4,27.0,12.0066666667
YJL091C,12.62,15.5,28.0,18.7066666667
YJL092W,9.23,18.3,21.0,16.1766666667
YJL093C,10.42,8.9,42.0,20.44
YJL094C,7.95,5.3,46.0,19.75
YJL095W,9.19,6.0,16.0,10.3966666667
YJL096W,7.72,4.7,29.0,13.8066666667
YJL097W,18.97,7.6,26.0,17.5233333333
YJL098W,3.27,,10.0,6.635
YJL099W,,,34.0,34.0
YJL100W,,14.0,45.0,29.5
YJL101C,7.83,6.8,33.0,15.8766666667
YJL102W,10.54,,12.0,11.27
YJL103C,,46.5,83.0,64.75
YJL104W,5.69,7.9,33.0,15.53
YJL105W,,,31.0,31.0
YJL106W,,2.3,26.0,14.15
YJL108C,,2.7,39.0,20.85
YJL109C,13.21,16.2,7.0,12.1366666667
YJL110C,2.1,3.2,37.0,14.1
YJL111W,24.37,5.3,27.0,18.89
YJL112W,8.75,6.4,23.0,12.7166666667
YJL115W,5.79,9.6,34.0,16.4633333333
YJL116C,,24.1,58.0,41.05
YJL117W,16.06,15.6,38.0,23.22
YJL118W,4.35,3.4,28.0,11.9166666667
YJL121C,74.14,44.4,27.0,48.5133333333
YJL122W,7.47,1.3,8.0,5.59
YJL123C,9.19,19.8,40.0,22.9966666667
YJL124C,11.62,4.9,31.0,15.84
YJL125C,6.2,1.8,9.0,5.66666666667
YJL126W,14.04,18.4,35.0,22.48
YJL127C,,4.7,,4.7
YJL127C-B,,,64.0,64.0
YJL128C,6.75,5.9,34.0,15.55
YJL129C,9.73,10.6,35.0,18.4433333333
YJL130C,27.99,31.2,33.0,30.73
YJL131C,6.05,,32.0,19.025
YJL132W,12.49,,46.0,29.245
YJL133C-A,,,75.0,75.0
YJL133W,3.1,3.5,22.0,9.53333333333
YJL134W,7.74,3.1,15.0,8.61333333333
YJL136C,14.21,35.1,14.0,21.1033333333
YJL137C,17.64,6.8,,12.22
YJL138C,50.3,11.6,,30.95
YJL139C,,,21.0,21.0
YJL140W,13.57,9.9,33.0,18.8233333333
YJL141C,6.69,,,6.69
YJL143W,14.3,8.0,33.0,18.4333333333
YJL144W,,,116.0,116.0
YJL145W,19.03,21.9,22.0,20.9766666667
YJL146W,6.7,12.9,30.0,16.5333333333
YJL147C,,,30.0,30.0
YJL148W,9.88,1.5,10.0,7.12666666667
YJL149W,,,49.0,49.0
YJL151C,19.5,11.1,65.0,31.8666666667
YJL153C,20.46,,40.0,30.23
YJL154C,7.71,16.0,30.0,17.9033333333
YJL155C,6.96,8.4,,7.68
YJL156C,,27.3,,27.3
YJL157C,8.02,2.4,42.0,17.4733333333
YJL158C,29.85,9.5,35.0,24.7833333333
YJL159W,23.85,7.7,38.0,23.1833333333
YJL161W,,,95.0,95.0
YJL162C,,2.7,23.0,12.85
YJL163C,,,169.0,169.0
YJL164C,21.27,10.3,48.0,26.5233333333
YJL165C,7.13,16.7,36.0,19.9433333333
YJL166W,10.87,9.5,83.0,34.4566666667
YJL167W,37.32,48.1,39.0,41.4733333333
YJL168C,5.3,,22.0,13.65
YJL170C,,,66.0,66.0
YJL171C,37.74,13.0,55.0,35.2466666667
YJL172W,201.16,,31.0,116.08
YJL173C,21.34,8.3,45.0,24.88
YJL174W,10.24,28.5,53.0,30.58
YJL176C,7.65,4.9,39.0,17.1833333333
YJL177W,42.98,31.2,13.0,29.06
YJL178C,19.0,7.9,25.0,17.3
YJL179W,,6.3,26.0,16.15
YJL180C,5.2,3.4,40.0,16.2
YJL181W,5.58,,29.0,17.29
YJL183W,25.37,3.7,17.0,15.3566666667
YJL184W,13.89,8.2,36.0,19.3633333333
YJL185C,13.52,14.2,54.0,27.24
YJL186W,15.08,7.2,21.0,14.4266666667
YJL187C,7.99,5.3,40.0,17.7633333333
YJL189W,,18.6,20.0,19.3
YJL190C,30.33,24.0,12.0,22.11
YJL191W,23.24,,33.0,28.12
YJL192C,26.02,8.8,35.0,23.2733333333
YJL193W,4.42,,33.0,18.71
YJL194W,4.04,2.6,27.0,11.2133333333
YJL196C,35.91,5.7,27.0,22.87
YJL197W,8.12,,30.0,19.06
YJL198W,14.47,3.7,9.0,9.05666666667
YJL199C,,,53.0,53.0
YJL200C,14.95,30.6,14.0,19.85
YJL201W,4.88,13.9,38.0,18.9266666667
YJL203W,3.35,3.4,30.0,12.25
YJL204C,28.54,6.6,,17.57
YJL205C,13.92,,15.0,14.46
YJL206C,,,41.0,41.0
YJL207C,10.73,39.5,,25.115
YJL208C,8.68,4.4,15.0,9.36
YJL209W,6.06,4.2,31.0,13.7533333333
YJL210W,9.45,5.3,87.0,33.9166666667
YJL212C,9.73,,9.0,9.365
YJL213W,9.54,,50.0,29.77
YJL216C,,,35.0,35.0
YJL217W,64.89,,47.0,55.945
YJL218W,27.09,,23.0,25.045
YJL223C,2.2,,,2.2
YJR001W,26.08,5.3,30.0,20.46
YJR002W,14.32,4.4,9.0,9.24
YJR003C,3.35,,26.0,14.675
YJR004C,4.06,6.9,82.0,30.9866666667
YJR005W,7.22,7.5,44.0,19.5733333333
YJR006W,13.28,9.3,36.0,19.5266666667
YJR007W,14.26,6.7,22.0,14.32
YJR008W,5.83,26.5,56.0,29.4433333333
YJR009C,55.41,30.6,12.0,32.67
YJR010C-A,9.03,11.8,20.0,13.61
YJR010W,8.34,,29.0,18.67
YJR011C,9.64,,26.0,17.82
YJR012C,,,45.0,45.0
YJR013W,14.22,5.0,29.0,16.0733333333
YJR014W,20.3,16.9,21.0,19.4
YJR015W,26.99,,33.0,29.995
YJR016C,62.67,24.6,12.0,33.09
YJR017C,36.54,21.5,,29.02
YJR019C,4.65,14.5,72.0,30.3833333333
YJR021C,4.08,10.2,44.0,19.4266666667
YJR022W,,4.3,23.0,13.65
YJR024C,20.96,4.5,,12.73
YJR025C,53.08,37.9,19.0,36.66
YJR030C,7.41,,,7.41
YJR031C,9.29,6.2,14.0,9.83
YJR032W,13.75,6.9,17.0,12.55
YJR033C,,,46.0,46.0
YJR034W,10.16,5.3,41.0,18.82
YJR035W,,6.6,47.0,26.8
YJR036C,,15.7,38.0,26.85
YJR039W,5.62,,70.0,37.81
YJR040W,16.61,7.3,31.0,18.3033333333
YJR041C,7.4,9.1,10.0,8.83333333333
YJR042W,8.5,6.8,34.0,16.4333333333
YJR043C,10.37,2.6,24.0,12.3233333333
YJR044C,15.29,19.5,62.0,32.2633333333
YJR045C,38.31,,48.0,43.155
YJR046W,14.25,,36.0,25.125
YJR047C,17.03,,5.0,11.015
YJR048W,16.56,4.9,25.0,15.4866666667
YJR049C,16.38,18.8,33.0,22.7266666667
YJR050W,1.32,4.7,27.0,11.0066666667
YJR051W,23.6,9.0,32.0,21.5333333333
YJR052W,5.3,4.8,31.0,13.7
YJR053W,,4.0,,4.0
YJR054W,4.6,5.1,30.0,13.2333333333
YJR055W,3.96,0.8,14.0,6.25333333333
YJR056C,2.57,1.1,16.0,6.55666666667
YJR057W,11.62,5.6,22.0,13.0733333333
YJR058C,11.65,6.6,46.0,21.4166666667
YJR059W,9.06,16.2,43.0,22.7533333333
YJR060W,4.49,24.0,32.0,20.1633333333
YJR061W,,,44.0,44.0
YJR062C,,8.2,42.0,25.1
YJR063W,6.6,1.7,11.0,6.43333333333
YJR064W,37.76,9.1,29.0,25.2866666667
YJR065C,27.71,17.9,46.0,30.5366666667
YJR066W,9.17,,42.0,25.585
YJR067C,7.54,3.6,12.0,7.71333333333
YJR068W,15.28,7.0,14.0,12.0933333333
YJR069C,21.81,4.4,26.0,17.4033333333
YJR070C,24.51,3.6,,14.055
YJR072C,22.27,12.9,9.0,14.7233333333
YJR073C,43.93,16.6,124.0,61.51
YJR074W,25.58,11.0,47.0,27.86
YJR075W,20.55,7.8,33.0,20.45
YJR076C,12.11,7.9,26.0,15.3366666667
YJR077C,26.01,10.5,58.0,31.5033333333
YJR080C,14.48,4.4,38.0,18.96
YJR082C,3.77,12.3,,8.035
YJR083C,6.08,5.9,28.0,13.3266666667
YJR084W,6.07,4.9,30.0,13.6566666667
YJR085C,56.1,42.0,56.0,51.3666666667
YJR086W,,13.2,,13.2
YJR088C,16.57,10.8,27.0,18.1233333333
YJR089W,8.38,,42.0,25.19
YJR090C,5.72,40.0,40.0,28.5733333333
YJR091C,10.64,58.2,63.0,43.9466666667
YJR092W,9.02,39.5,29.0,25.84
YJR093C,5.7,5.4,41.0,17.3666666667
YJR094C,,,18.0,18.0
YJR094W-A,22.01,10.4,14.0,15.47
YJR096W,17.63,36.6,59.0,37.7433333333
YJR097W,2.79,,9.0,5.895
YJR098C,,,25.0,25.0
YJR099W,19.8,6.6,26.0,17.4666666667
YJR100C,9.49,7.2,28.0,14.8966666667
YJR101W,12.34,4.5,18.0,11.6133333333
YJR102C,9.42,9.2,36.0,18.2066666667
YJR103W,16.37,,49.0,32.685
YJR104C,29.16,19.3,32.0,26.82
YJR105W,50.01,37.3,28.0,38.4366666667
YJR106W,,24.1,27.0,25.55
YJR107W,5.74,,43.0,24.37
YJR109C,30.02,32.1,49.0,37.04
YJR110W,6.26,3.5,43.0,17.5866666667
YJR111C,6.33,,33.0,19.665
YJR112W,11.96,2.2,13.0,9.05333333333
YJR112W-A,15.6,,28.0,21.8
YJR113C,8.59,5.2,40.0,17.93
YJR116W,14.83,,34.0,24.415
YJR117W,20.52,26.9,36.0,27.8066666667
YJR118C,24.61,6.6,18.0,16.4033333333
YJR119C,16.37,,72.0,44.185
YJR121W,39.53,,58.0,48.765
YJR122W,6.47,,33.0,19.735
YJR123W,47.3,16.1,15.0,26.1333333333
YJR124C,10.83,,10.0,10.415
YJR125C,11.88,31.0,38.0,26.96
YJR126C,13.8,7.3,48.0,23.0333333333
YJR127C,8.16,19.0,39.0,22.0533333333
YJR129C,5.78,,15.0,10.39
YJR130C,15.38,6.6,,10.99
YJR131W,24.45,13.8,19.0,19.0833333333
YJR132W,6.63,20.6,16.0,14.41
YJR133W,25.95,10.4,30.0,22.1166666667
YJR134C,10.81,5.2,28.0,14.67
YJR135C,,3.6,19.0,11.3
YJR135W-A,17.3,8.8,29.0,18.3666666667
YJR136C,8.22,2.6,32.0,14.2733333333
YJR137C,13.4,28.6,37.0,26.3333333333
YJR138W,7.54,,51.0,29.27
YJR139C,104.98,58.0,39.0,67.3266666667
YJR140C,10.52,14.0,,12.26
YJR141W,5.86,,13.0,9.43
YJR142W,20.49,12.4,38.0,23.63
YJR143C,51.95,7.8,22.0,27.25
YJR144W,10.02,3.3,28.0,13.7733333333
YJR145C,49.19,28.6,14.0,30.5966666667
YJR147W,10.15,6.7,21.0,12.6166666667
YJR148W,46.61,53.0,,49.805
YJR149W,,,37.0,37.0
YJR151C,,,45.0,45.0
YJR152W,,,33.0,33.0
YJR155W,3.16,3.4,50.0,18.8533333333
YJR156C,,,34.0,34.0
YJR159W,20.1,,,20.1
YJR161C,,19.6,,19.6
YKL001C,9.37,4.9,12.0,8.75666666667
YKL002W,12.64,5.2,59.0,25.6133333333
YKL003C,5.11,6.9,41.0,17.67
YKL004W,27.1,3.7,18.0,16.2666666667
YKL005C,9.03,13.6,35.0,19.21
YKL006C-A,12.29,4.9,25.0,14.0633333333
YKL006W,35.57,12.4,14.0,20.6566666667
YKL007W,29.59,7.0,47.0,27.8633333333
YKL008C,20.98,4.2,31.0,18.7266666667
YKL009W,16.0,1.8,9.0,8.93333333333
YKL010C,6.95,,,6.95
YKL011C,6.64,,31.0,18.82
YKL012W,6.57,5.2,46.0,19.2566666667
YKL013C,22.53,14.4,43.0,26.6433333333
YKL014C,16.46,22.3,8.0,15.5866666667
YKL015W,5.47,5.2,16.0,8.89
YKL016C,13.66,8.5,72.0,31.3866666667
YKL017C,7.67,3.8,30.0,13.8233333333
YKL018C-A,9.69,,17.0,13.345
YKL018W,7.44,4.2,27.0,12.88
YKL019W,20.02,13.7,41.0,24.9066666667
YKL020C,5.58,17.8,41.0,21.46
YKL021C,14.83,3.4,,9.115
YKL022C,4.81,4.9,39.0,16.2366666667
YKL023C-A,11.1,,,11.1
YKL023W,7.22,,47.0,27.11
YKL024C,30.46,31.1,32.0,31.1866666667
YKL025C,13.56,11.6,,12.58
YKL026C,,,78.0,78.0
YKL027W,7.94,5.2,12.0,8.38
YKL028W,6.8,11.4,41.0,19.7333333333
YKL029C,15.44,4.9,9.0,9.78
YKL032C,5.53,3.3,34.0,14.2766666667
YKL033W,7.35,4.1,25.0,12.15
YKL033W-A,60.74,,33.0,46.87
YKL034W,9.67,9.5,42.0,20.39
YKL035W,27.47,,64.0,45.735
YKL037W,,8.5,,8.5
YKL038W,,,38.0,38.0
YKL039W,18.52,10.7,50.0,26.4066666667
YKL040C,12.14,8.5,46.0,22.2133333333
YKL041W,7.69,,50.0,28.845
YKL042W,4.34,5.3,27.0,12.2133333333
YKL043W,8.0,,59.0,33.5
YKL045W,9.27,6.7,36.0,17.3233333333
YKL046C,21.37,,44.0,32.685
YKL047W,7.78,,34.0,20.89
YKL048C,4.55,4.2,44.0,17.5833333333
YKL049C,3.13,5.5,16.0,8.21
YKL050C,,,30.0,30.0
YKL051W,10.07,5.6,26.0,13.89
YKL052C,8.06,3.5,37.0,16.1866666667
YKL053C-A,,4.9,29.0,16.95
YKL054C,23.04,,29.0,26.02
YKL055C,,3.6,,3.6
YKL056C,38.39,23.9,12.0,24.7633333333
YKL057C,6.0,,30.0,18.0
YKL058W,8.71,5.1,33.0,15.6033333333
YKL059C,5.19,5.1,29.0,13.0966666667
YKL060C,59.68,,17.0,38.34
YKL061W,,3.4,42.0,22.7
YKL062W,,3.3,65.0,34.15
YKL063C,4.59,,34.0,19.295
YKL064W,13.63,20.1,35.0,22.91
YKL065C,29.88,11.2,65.0,35.36
YKL065W-A,,,65.0,65.0
YKL067W,28.85,12.0,,20.425
YKL068W,8.91,3.8,29.0,13.9033333333
YKL068W-A,,,10.0,10.0
YKL069W,33.5,13.4,24.0,23.6333333333
YKL071W,,,32.0,32.0
YKL072W,,4.6,16.0,10.3
YKL073W,28.16,12.4,22.0,20.8533333333
YKL074C,8.28,2.5,10.0,6.92666666667
YKL075C,4.04,,,4.04
YKL077W,21.32,,28.0,24.66
YKL078W,9.32,1.8,3.0,4.70666666667
YKL079W,6.25,5.0,29.0,13.4166666667
YKL080W,61.13,23.4,32.0,38.8433333333
YKL081W,38.83,7.7,,23.265
YKL082C,9.18,5.3,11.0,8.49333333333
YKL084W,27.94,11.1,,19.52
YKL085W,16.63,5.2,44.0,21.9433333333
YKL086W,,,30.0,30.0
YKL087C,5.16,7.7,38.0,16.9533333333
YKL088W,7.13,,32.0,19.565
YKL089W,7.8,,46.0,26.9
YKL090W,6.9,13.2,28.0,16.0333333333
YKL091C,13.45,,40.0,26.725
YKL092C,6.73,9.0,35.0,16.91
YKL093W,,,137.0,137.0
YKL094W,9.37,12.7,33.0,18.3566666667
YKL095W,,5.2,,5.2
YKL096W,24.76,,26.0,25.38
YKL096W-A,16.01,27.5,42.0,28.5033333333
YKL098W,7.69,6.8,43.0,19.1633333333
YKL099C,5.98,4.0,9.0,6.32666666667
YKL100C,19.16,,46.0,32.58
YKL101W,16.93,20.6,37.0,24.8433333333
YKL103C,33.99,,41.0,37.495
YKL104C,27.64,,39.0,33.32
YKL105C,,,39.0,39.0
YKL106W,10.63,3.3,28.0,13.9766666667
YKL107W,,,73.0,73.0
YKL108W,,5.0,30.0,17.5
YKL109W,2.58,5.7,51.0,19.76
YKL110C,12.41,9.1,40.0,20.5033333333
YKL112W,10.25,44.7,20.0,24.9833333333
YKL113C,12.27,3.2,22.0,12.49
YKL114C,18.31,4.5,,11.405
YKL116C,5.57,2.8,33.0,13.79
YKL117W,52.45,,52.0,52.225
YKL119C,11.55,4.4,30.0,15.3166666667
YKL120W,12.93,3.4,10.0,8.77666666667
YKL121W,7.67,,43.0,25.335
YKL122C,5.43,3.5,25.0,11.31
YKL124W,,18.0,,18.0
YKL125W,5.46,,43.0,24.23
YKL126W,20.97,12.8,39.0,24.2566666667
YKL127W,29.13,19.7,28.0,25.61
YKL128C,19.48,10.8,37.0,22.4266666667
YKL129C,12.9,41.9,40.0,31.6
YKL130C,6.62,6.8,21.0,11.4733333333
YKL132C,,6.6,15.0,10.8
YKL133C,9.34,,,9.34
YKL134C,,4.3,17.0,10.65
YKL135C,10.35,13.9,45.0,23.0833333333
YKL137W,9.28,4.8,27.0,13.6933333333
YKL138C,8.99,4.2,,6.595
YKL138C-A,,,29.0,29.0
YKL139W,5.92,,31.0,18.46
YKL140W,16.33,14.3,31.0,20.5433333333
YKL141W,22.28,11.3,87.0,40.1933333333
YKL142W,30.77,36.3,65.0,44.0233333333
YKL143W,12.08,6.1,6.0,8.06
YKL144C,8.09,,11.0,9.545
YKL145W,26.62,8.0,,17.31
YKL146W,9.05,8.5,34.0,17.1833333333
YKL148C,20.78,28.6,47.0,32.1266666667
YKL149C,7.38,6.7,15.0,9.69333333333
YKL150W,15.05,34.7,61.0,36.9166666667
YKL151C,61.28,,,61.28
YKL152C,47.23,42.6,23.0,37.61
YKL154W,11.98,2.5,18.0,10.8266666667
YKL155C,6.27,3.2,42.0,17.1566666667
YKL156W,12.1,2.7,19.0,11.2666666667
YKL157W,36.96,,40.0,38.48
YKL159C,9.26,14.2,37.0,20.1533333333
YKL160W,33.56,21.8,30.0,28.4533333333
YKL161C,,2.9,23.0,12.95
YKL162C,,,36.0,36.0
YKL163W,,,257.0,257.0
YKL164C,11.93,3.9,25.0,13.61
YKL165C,16.23,4.8,26.0,15.6766666667
YKL166C,8.03,2.8,16.0,8.94333333333
YKL167C,4.39,5.1,45.0,18.1633333333
YKL168C,5.67,11.6,44.0,20.4233333333
YKL170W,6.08,3.3,30.0,13.1266666667
YKL171W,3.46,11.1,61.0,25.1866666667
YKL172W,16.3,2.5,10.0,9.6
YKL173W,7.5,7.8,28.0,14.4333333333
YKL174C,9.05,5.3,37.0,17.1166666667
YKL175W,22.54,4.6,57.0,28.0466666667
YKL176C,13.16,3.7,49.0,21.9533333333
YKL178C,,,33.0,33.0
YKL179C,9.33,,32.0,20.665
YKL180W,40.09,16.4,13.0,23.1633333333
YKL181W,25.68,5.7,15.0,15.46
YKL182W,42.84,33.8,20.0,32.2133333333
YKL183W,10.8,6.0,21.0,12.6
YKL184W,23.98,31.6,31.0,28.86
YKL185W,9.35,4.0,28.0,13.7833333333
YKL186C,4.99,8.3,24.0,12.43
YKL187C,,,13.0,13.0
YKL188C,,46.2,49.0,47.6
YKL189W,5.53,9.7,35.0,16.7433333333
YKL190W,19.16,9.6,46.0,24.92
YKL191W,12.46,8.0,9.0,9.82
YKL192C,15.07,13.5,41.0,23.19
YKL193C,9.22,11.0,,10.11
YKL194C,10.87,4.3,36.0,17.0566666667
YKL195W,11.61,6.8,33.0,17.1366666667
YKL196C,30.14,10.1,30.0,23.4133333333
YKL197C,8.52,30.9,48.0,29.14
YKL198C,8.05,8.5,39.0,18.5166666667
YKL201C,5.86,16.0,46.0,22.62
YKL203C,15.59,18.7,30.0,21.43
YKL204W,7.46,,39.0,23.23
YKL205W,9.04,,17.0,13.02
YKL206C,14.02,6.8,28.0,16.2733333333
YKL207W,42.0,7.9,38.0,29.3
YKL208W,,4.8,29.0,16.9
YKL209C,11.66,5.2,47.0,21.2866666667
YKL210W,38.77,,43.0,40.885
YKL211C,26.07,7.8,41.0,24.9566666667
YKL212W,29.07,17.7,38.0,28.2566666667
YKL213C,10.5,21.9,44.0,25.4666666667
YKL214C,25.09,4.2,,14.645
YKL215C,8.17,,32.0,20.085
YKL216W,18.04,11.8,6.0,11.9466666667
YKL217W,,,36.0,36.0
YKL218C,39.75,7.6,33.0,26.7833333333
YKL219W,22.87,13.2,40.0,25.3566666667
YKL220C,,20.1,58.0,39.05
YKL222C,,6.0,23.0,14.5
YKR001C,36.14,,28.0,32.07
YKR002W,11.75,22.0,30.0,21.25
YKR003W,16.75,7.4,28.0,17.3833333333
YKR004C,7.75,13.3,15.0,12.0166666667
YKR005C,,,59.0,59.0
YKR006C,8.69,5.2,,6.945
YKR007W,11.23,,44.0,27.615
YKR008W,8.24,6.4,33.0,15.88
YKR009C,13.84,,54.0,33.92
YKR010C,6.18,3.4,14.0,7.86
YKR011C,5.81,26.3,51.0,27.7033333333
YKR013W,9.81,12.6,49.0,23.8033333333
YKR014C,13.19,17.8,53.0,27.9966666667
YKR016W,8.19,9.9,42.0,20.03
YKR017C,,,50.0,50.0
YKR018C,23.49,45.4,34.0,34.2966666667
YKR019C,7.12,5.2,35.0,15.7733333333
YKR020W,5.12,6.1,46.0,19.0733333333
YKR021W,5.27,6.7,36.0,15.99
YKR022C,7.52,3.7,29.0,13.4066666667
YKR023W,5.61,,35.0,20.305
YKR024C,8.13,2.8,7.0,5.97666666667
YKR025W,11.63,6.9,17.0,11.8433333333
YKR026C,12.53,3.3,15.0,10.2766666667
YKR027W,5.36,2.7,21.0,9.68666666667
YKR028W,8.18,5.1,13.0,8.76
YKR029C,6.81,,38.0,22.405
YKR030W,11.09,6.9,38.0,18.6633333333
YKR031C,10.12,7.0,29.0,15.3733333333
YKR034W,,,38.0,38.0
YKR035W-A,6.12,,46.0,26.06
YKR036C,10.19,4.8,26.0,13.6633333333
YKR037C,9.89,4.3,19.0,11.0633333333
YKR038C,13.75,4.8,,9.275
YKR039W,23.97,,39.0,31.485
YKR042W,25.68,,44.0,34.84
YKR043C,31.72,6.8,32.0,23.5066666667
YKR044W,9.74,4.3,17.0,10.3466666667
YKR045C,,,23.0,23.0
YKR046C,51.89,32.8,67.0,50.5633333333
YKR048C,28.17,44.1,41.0,37.7566666667
YKR049C,20.57,32.3,114.0,55.6233333333
YKR050W,13.12,,23.0,18.06
YKR051W,7.8,,32.0,19.9
YKR052C,5.81,15.0,30.0,16.9366666667
YKR053C,,,40.0,40.0
YKR054C,18.2,24.0,42.0,28.0666666667
YKR055W,7.6,4.2,,5.9
YKR056W,8.45,2.2,11.0,7.21666666667
YKR057W,24.85,21.0,21.0,22.2833333333
YKR058W,,16.9,69.0,42.95
YKR059W,50.3,,22.0,36.15
YKR060W,10.21,1.4,10.0,7.20333333333
YKR061W,,,40.0,40.0
YKR062W,15.37,6.3,41.0,20.89
YKR063C,6.52,4.5,15.0,8.67333333333
YKR064W,5.93,,51.0,28.465
YKR065C,23.25,16.0,40.0,26.4166666667
YKR066C,32.53,41.6,,37.065
YKR067W,10.56,21.3,42.0,24.62
YKR068C,9.07,5.4,53.0,22.49
YKR069W,5.25,,48.0,26.625
YKR070W,35.19,,27.0,31.095
YKR071C,8.46,36.1,28.0,24.1866666667
YKR072C,7.54,4.1,35.0,15.5466666667
YKR074W,25.53,11.5,20.0,19.01
YKR075C,,,138.0,138.0
YKR076W,71.02,,52.0,61.51
YKR077W,2.86,,42.0,22.43
YKR078W,5.09,2.8,16.0,7.96333333333
YKR079C,9.16,3.5,10.0,7.55333333333
YKR080W,19.12,3.2,35.0,19.1066666667
YKR081C,12.88,2.6,8.0,7.82666666667
YKR082W,12.05,24.6,28.0,21.55
YKR083C,,4.4,24.0,14.2
YKR084C,18.84,14.1,,16.47
YKR085C,13.26,4.8,30.0,16.02
YKR086W,6.58,4.2,30.0,13.5933333333
YKR087C,7.58,14.5,34.0,18.6933333333
YKR088C,19.89,13.1,33.0,21.9966666667
YKR089C,3.99,21.6,49.0,24.8633333333
YKR090W,8.3,5.5,17.0,10.2666666667
YKR091W,4.47,3.3,35.0,14.2566666667
YKR092C,12.96,3.0,17.0,10.9866666667
YKR093W,20.65,,41.0,30.825
YKR094C,30.78,7.0,14.0,17.26
YKR095W,14.41,26.4,31.0,23.9366666667
YKR095W-A,6.8,,12.0,9.4
YKR096W,7.61,13.2,47.0,22.6033333333
YKR097W,,,48.0,48.0
YKR098C,,40.7,137.0,88.85
YKR099W,5.78,2.3,21.0,9.69333333333
YKR100C,6.22,,36.0,21.11
YKR101W,9.65,7.0,46.0,20.8833333333
YKR102W,,39.7,53.0,46.35
YKR103W,,20.0,,20.0
YKR104W,,24.4,35.0,29.7
YLL001W,9.63,8.3,32.0,16.6433333333
YLL002W,6.52,3.6,21.0,10.3733333333
YLL003W,5.14,3.3,37.0,15.1466666667
YLL004W,5.33,2.0,15.0,7.44333333333
YLL005C,,37.8,,37.8
YLL006W,17.72,13.6,42.0,24.44
YLL007C,,,49.0,49.0
YLL008W,12.0,7.9,5.0,8.3
YLL009C,,5.6,44.0,24.8
YLL010C,6.32,5.3,31.0,14.2066666667
YLL011W,6.24,1.4,10.0,5.88
YLL012W,5.53,2.8,36.0,14.7766666667
YLL013C,27.38,5.0,32.0,21.46
YLL014W,19.51,7.6,43.0,23.37
YLL015W,23.64,17.4,57.0,32.68
YLL018C,78.36,,21.0,49.68
YLL021W,14.94,36.9,22.0,24.6133333333
YLL022C,11.84,17.2,21.0,16.68
YLL023C,11.39,,68.0,39.695
YLL024C,65.17,,8.0,36.585
YLL025W,3.29,,35.0,19.145
YLL026W,26.81,,96.0,61.405
YLL027W,4.87,5.2,35.0,15.0233333333
YLL028W,9.08,,32.0,20.54
YLL029W,6.9,13.3,42.0,20.7333333333
YLL031C,12.04,5.6,26.0,14.5466666667
YLL032C,11.51,,21.0,16.255
YLL033W,6.18,,16.0,11.09
YLL034C,11.51,5.9,8.0,8.47
YLL035W,6.98,,10.0,8.49
YLL036C,12.01,7.1,27.0,15.37
YLL038C,,9.7,,9.7
YLL039C,12.37,,38.0,25.185
YLL040C,22.08,,,22.08
YLL041C,10.62,22.1,112.0,48.24
YLL042C,,,20.0,20.0
YLL043W,13.13,10.3,33.0,18.81
YLL045C,46.19,21.4,14.0,27.1966666667
YLL046C,,,41.0,41.0
YLL048C,19.42,23.3,46.0,29.5733333333
YLL049W,32.41,30.1,45.0,35.8366666667
YLL050C,73.47,44.4,41.0,52.9566666667
YLL051C,9.15,,43.0,26.075
YLL055W,,,80.0,80.0
YLL056C,,,21.0,21.0
YLL057C,,11.1,26.0,18.55
YLL058W,,,44.0,44.0
YLL060C,,7.2,46.0,26.6
YLL061W,11.54,,12.0,11.77
YLL062C,9.24,,10.0,9.62
YLL063C,6.32,5.2,39.0,16.84
YLL064C,1.52,,,1.52
YLR001C,12.2,,45.0,28.6
YLR002C,11.94,5.1,8.0,8.34666666667
YLR003C,10.54,3.5,10.0,8.01333333333
YLR004C,,4.8,,4.8
YLR005W,15.05,6.3,37.0,19.45
YLR006C,7.79,7.3,49.0,21.3633333333
YLR007W,14.97,4.0,52.0,23.6566666667
YLR008C,11.63,2.6,21.0,11.7433333333
YLR009W,9.9,2.5,9.0,7.13333333333
YLR010C,5.59,4.7,31.0,13.7633333333
YLR011W,8.81,4.4,45.0,19.4033333333
YLR013W,,,35.0,35.0
YLR014C,4.99,4.0,12.0,6.99666666667
YLR015W,10.42,4.3,10.0,8.24
YLR016C,4.17,5.2,28.0,12.4566666667
YLR017W,23.48,7.5,12.0,14.3266666667
YLR018C,5.92,3.1,21.0,10.0066666667
YLR019W,11.13,5.3,42.0,19.4766666667
YLR020C,14.88,3.1,26.0,14.66
