orf_name,miller,presnyak,geisberg,half_life
YLR021W,9.42,4.7,23.0,12.3733333333
YLR022C,8.01,3.5,16.0,9.17
YLR023C,6.52,5.3,37.0,16.2733333333
YLR024C,,6.8,17.0,11.9
YLR025W,11.26,19.7,52.0,27.6533333333
YLR026C,,3.9,30.0,16.95
YLR027C,43.82,12.3,29.0,28.3733333333
YLR028C,30.29,17.1,31.0,26.13
YLR029C,40.7,28.5,12.0,27.0666666667
YLR031W,,,56.0,56.0
YLR032W,8.07,12.5,28.0,16.19
YLR033W,7.73,,29.0,18.365
YLR034C,9.08,10.5,59.0,26.1933333333
YLR036C,7.82,,19.0,13.41
YLR037C,5.35,,76.0,40.675
YLR038C,8.81,15.1,55.0,26.3033333333
YLR039C,18.38,5.2,,11.79
YLR040C,11.93,3.2,22.0,12.3766666667
YLR042C,7.23,,15.0,11.115
YLR043C,41.16,25.2,32.0,32.7866666667
YLR044C,108.58,,12.0,60.29
YLR045C,9.22,8.6,28.0,15.2733333333
YLR046C,4.92,,49.0,26.96
YLR047C,,,42.0,42.0
YLR048W,44.08,15.9,15.0,24.9933333333
YLR049C,11.05,,25.0,18.025
YLR050C,24.56,,50.0,37.28
YLR051C,4.38,4.6,15.0,7.99333333333
YLR052W,5.03,,21.0,13.015
YLR053C,,,68.0,68.0
YLR054C,,,45.0,45.0
YLR055C,9.99,5.0,26.0,13.6633333333
YLR056W,17.23,3.8,58.0,26.3433333333
YLR057W,9.11,4.0,29.0,14.0366666667
YLR058C,28.22,4.9,40.0,24.3733333333
YLR059C,17.58,9.9,,13.74
YLR060W,34.37,15.0,26.0,25.1233333333
YLR061W,35.09,26.8,16.0,25.9633333333
YLR063W,3.66,,,3.66
YLR064W,5.96,,43.0,24.48
YLR065C,21.77,5.8,27.0,18.19
YLR066W,34.4,7.6,36.0,26.0
YLR067C,,2.5,16.0,9.25
YLR068W,,1.9,9.0,5.45
YLR069C,9.87,6.6,30.0,15.49
YLR070C,,24.1,,24.1
YLR071C,8.91,7.9,,8.405
YLR072W,8.9,,26.0,17.45
YLR073C,3.37,1.2,10.0,4.85666666667
YLR074C,6.61,4.5,10.0,7.03666666667
YLR075W,42.57,28.7,18.0,29.7566666667
YLR077W,12.23,4.9,27.0,14.71
YLR078C,13.22,4.6,27.0,14.94
YLR079W,5.03,3.8,33.0,13.9433333333
YLR080W,,30.1,35.0,32.55
YLR081W,,5.0,12.0,8.5
YLR082C,,5.7,32.0,18.85
YLR083C,34.21,4.3,13.0,17.17
YLR084C,8.41,6.0,39.0,17.8033333333
YLR085C,3.56,5.8,33.0,14.12
YLR086W,9.49,14.5,27.0,16.9966666667
YLR087C,14.1,10.2,33.0,19.1
YLR088W,24.6,10.2,25.0,19.9333333333
YLR089C,22.07,23.6,38.0,27.89
YLR090W,8.76,3.2,34.0,15.32
YLR091W,,7.8,15.0,11.4
YLR092W,11.17,,36.0,23.585
YLR093C,8.69,7.1,56.0,23.93
YLR094C,,2.0,,2.0
YLR095C,8.72,7.1,36.0,17.2733333333
YLR096W,9.24,5.7,33.0,15.98
YLR097C,11.22,9.3,38.0,19.5066666667
YLR098C,6.32,7.4,,6.86
YLR099C,12.59,3.5,27.0,14.3633333333
YLR099W-A,22.49,,15.0,18.745
YLR100W,24.63,11.2,27.0,20.9433333333
YLR102C,6.47,15.1,,10.785
YLR103C,8.74,3.5,,6.12
YLR104W,11.65,,29.0,20.325
YLR105C,13.15,3.9,43.0,20.0166666667
YLR106C,30.59,18.2,10.0,19.5966666667
YLR107W,3.19,5.1,74.0,27.43
YLR108C,6.01,7.3,44.0,19.1033333333
YLR109W,38.82,,45.0,41.91
YLR110C,25.81,22.1,33.0,26.97
YLR113W,21.45,12.6,32.0,22.0166666667
YLR114C,20.29,10.9,30.0,20.3966666667
YLR115W,7.94,4.0,21.0,10.98
YLR116W,4.6,,33.0,18.8
YLR117C,5.17,8.1,47.0,20.09
YLR118C,52.95,25.4,,39.175
YLR119W,9.12,7.1,43.0,19.74
YLR120C,9.22,6.0,56.0,23.74
YLR121C,,6.7,47.0,26.85
YLR126C,15.22,12.2,28.0,18.4733333333
YLR127C,,3.6,,3.6
YLR128W,10.29,7.9,,9.095
YLR129W,11.46,3.8,9.0,8.08666666667
YLR130C,16.3,2.7,28.0,15.6666666667
YLR131C,5.74,8.0,29.0,14.2466666667
YLR132C,5.74,8.1,,6.92
YLR133W,7.91,44.9,48.0,33.6033333333
YLR134W,10.38,,37.0,23.69
YLR135W,,2.9,25.0,13.95
YLR136C,3.7,8.5,50.0,20.7333333333
YLR137W,11.73,13.8,33.0,19.51
YLR138W,16.16,5.6,35.0,18.92
YLR139C,,4.3,23.0,13.65
YLR141W,,4.8,17.0,10.9
YLR142W,,,48.0,48.0
YLR143W,9.2,9.3,16.0,11.5
YLR144C,9.74,23.7,29.0,20.8133333333
YLR145W,5.06,5.0,22.0,10.6866666667
YLR146C,19.11,2.1,20.0,13.7366666667
YLR146W-A,,,36.0,36.0
YLR147C,7.39,5.2,30.0,14.1966666667
YLR148W,8.58,32.5,27.0,22.6933333333
YLR149C,,,89.0,89.0
YLR150W,53.19,43.5,12.0,36.23
YLR151C,7.97,15.1,24.0,15.69
YLR152C,6.84,,,6.84
YLR153C,36.8,,23.0,29.9
YLR154C,8.63,8.0,15.0,10.5433333333
YLR154C-H,28.65,,,28.65
YLR154W-C,7.9,,,7.9
YLR155C,140.71,,,140.71
YLR156C-A,28.65,,,28.65
YLR157C,140.71,,,140.71
YLR157C-C,28.65,,,28.65
YLR158C,140.71,,,140.71
YLR159C-A,28.65,,,28.65
YLR160C,140.71,,,140.71
YLR162W-A,,,28.0,28.0
YLR163C,10.44,14.8,44.0,23.08
YLR164W,4.85,9.7,50.0,21.5166666667
YLR165C,5.7,,39.0,22.35
YLR166C,11.49,41.3,,26.395
YLR167W,34.57,16.0,12.0,20.8566666667
YLR168C,5.91,8.5,55.0,23.1366666667
YLR170C,6.37,6.4,43.0,18.59
YLR172C,17.91,12.2,11.0,13.7033333333
YLR173W,,,49.0,49.0
YLR174W,,29.0,57.0,43.0
YLR175W,29.97,3.1,10.0,14.3566666667
YLR176C,7.34,11.2,31.0,16.5133333333
YLR177W,9.07,,257.0,133.035
YLR178C,18.81,,,18.81
YLR179C,63.56,,28.0,45.78
YLR180W,42.74,5.2,11.0,19.6466666667
YLR181C,8.44,5.2,31.0,14.88
YLR182W,4.72,5.3,30.0,13.34
YLR183C,11.74,8.1,27.0,15.6133333333
YLR185W,17.04,38.1,14.0,23.0466666667
YLR186W,10.31,2.2,14.0,8.83666666667
YLR187W,6.88,,35.0,20.94
YLR188W,18.07,5.3,27.0,16.79
YLR189C,12.97,30.2,53.0,32.0566666667
YLR190W,,6.7,27.0,16.85
YLR191W,7.33,2.7,31.0,13.6766666667
YLR192C,21.31,10.0,21.0,17.4366666667
YLR193C,9.96,10.8,,10.38
YLR194C,8.34,4.0,33.0,15.1133333333
YLR195C,15.21,11.3,28.0,18.17
YLR196W,14.96,3.1,9.0,9.02
YLR197W,24.74,6.3,10.0,13.68
YLR199C,9.8,7.4,32.0,16.4
YLR200W,14.68,7.4,21.0,14.36
YLR201C,19.59,19.7,45.0,28.0966666667
YLR203C,15.14,15.0,,15.07
YLR204W,,4.5,43.0,23.75
YLR205C,,15.8,38.0,26.9
YLR206W,13.17,25.5,53.0,30.5566666667
YLR207W,15.92,8.2,23.0,15.7066666667
YLR208W,24.87,9.9,34.0,22.9233333333
YLR209C,21.3,24.2,30.0,25.1666666667
YLR210W,3.76,6.7,16.0,8.82
YLR211C,5.32,5.2,40.0,16.84
YLR212C,8.75,3.8,,6.275
YLR213C,,,63.0,63.0
YLR214W,13.1,6.6,21.0,13.5666666667
YLR215C,5.79,3.0,28.0,12.2633333333
YLR216C,45.93,,58.0,51.965
YLR218C,9.37,11.1,24.0,14.8233333333
YLR219W,5.47,,57.0,31.235
YLR220W,13.64,6.5,49.0,23.0466666667
YLR221C,12.62,4.1,10.0,8.90666666667
YLR222C,14.43,3.9,,9.165
YLR223C,6.2,4.1,,5.15
YLR224W,8.06,,53.0,30.53
YLR225C,6.64,,45.0,25.82
YLR226W,7.3,3.3,21.0,10.5333333333
YLR227C,8.73,5.2,35.0,16.31
YLR228C,7.49,6.8,14.0,9.43
YLR229C,20.05,9.3,38.0,22.45
YLR231C,31.35,23.3,18.0,24.2166666667
YLR233C,,4.8,42.0,23.4
YLR237W,12.18,17.6,40.0,23.26
YLR238W,3.9,5.0,29.0,12.6333333333
YLR239C,11.29,6.3,31.0,16.1966666667
YLR240W,9.74,24.7,54.0,29.48
YLR241W,12.58,,36.0,24.29
YLR242C,8.83,,31.0,19.915
YLR243W,5.68,5.2,10.0,6.96
YLR244C,22.04,14.2,17.0,17.7466666667
YLR245C,5.56,14.9,27.0,15.82
YLR246W,6.78,5.9,37.0,16.56
YLR247C,11.92,16.3,48.0,25.4066666667
YLR248W,26.6,,48.0,37.3
YLR249W,64.77,,12.0,38.385
YLR250W,27.34,12.6,45.0,28.3133333333
YLR251W,6.85,,,6.85
YLR253W,7.64,3.6,30.0,13.7466666667
YLR254C,,6.5,47.0,26.75
YLR256W,26.62,10.1,,18.36
YLR257W,10.43,6.6,32.0,16.3433333333
YLR258W,17.13,,78.0,47.565
YLR259C,44.5,,44.0,44.25
YLR260W,7.03,35.7,55.0,32.5766666667
YLR262C,9.58,7.9,,8.74
YLR262C-A,20.81,,26.0,23.405
YLR263W,17.09,,16.0,16.545
YLR264C-A,10.68,,,10.68
YLR264W,22.09,23.3,25.0,23.4633333333
YLR265C,10.14,7.7,14.0,10.6133333333
YLR266C,10.04,4.3,28.0,14.1133333333
YLR267W,,,43.0,43.0
YLR268W,26.93,8.7,22.0,19.21
YLR270W,33.16,,61.0,47.08
YLR271W,,,27.0,27.0
YLR272C,11.96,,14.0,12.98
YLR273C,,10.2,25.0,17.6
YLR274W,6.95,,30.0,18.475
YLR275W,,3.5,43.0,23.25
YLR276C,15.48,4.2,9.0,9.56
YLR277C,7.82,3.5,34.0,15.1066666667
YLR278C,7.3,,27.0,17.15
YLR283W,10.55,,43.0,26.775
YLR284C,6.7,28.3,32.0,22.3333333333
YLR285C-A,10.35,,,10.35
YLR285W,24.75,6.7,15.0,15.4833333333
YLR286C,33.38,24.2,,28.79
YLR287C,10.28,,10.0,10.14
YLR287C-A,16.6,28.6,32.0,25.7333333333
YLR288C,7.56,4.1,17.0,9.55333333333
YLR289W,5.49,4.4,31.0,13.63
YLR290C,15.91,,50.0,32.955
YLR291C,13.2,4.7,26.0,14.6333333333
YLR292C,16.95,10.5,47.0,24.8166666667
YLR293C,48.92,22.0,27.0,32.64
YLR295C,4.27,7.7,,5.985
YLR297W,,8.6,30.0,19.3
YLR298C,4.01,13.0,46.0,21.0033333333
YLR299W,23.03,14.0,32.0,23.01
YLR300W,18.91,2.7,39.0,20.2033333333
YLR301W,103.31,36.8,31.0,57.0366666667
YLR304C,52.42,,30.0,41.21
YLR305C,12.62,29.9,27.0,23.1733333333
YLR306W,6.33,6.8,49.0,20.71
YLR309C,14.24,57.9,39.0,37.0466666667
YLR310C,13.03,15.3,63.0,30.4433333333
YLR312W-A,7.07,3.6,27.0,12.5566666667
YLR313C,6.66,,43.0,24.83
YLR314C,13.21,20.1,27.0,20.1033333333
YLR316C,11.44,5.0,17.0,11.1466666667
YLR318W,,,27.0,27.0
YLR319C,9.3,3.3,31.0,14.5333333333
YLR320W,,3.8,31.0,17.4
YLR321C,7.53,3.8,29.0,13.4433333333
YLR323C,9.44,2.5,16.0,9.31333333333
YLR324W,15.62,20.0,45.0,26.8733333333
YLR325C,19.64,22.7,14.0,18.78
YLR326W,12.58,,45.0,28.79
YLR327C,,,72.0,72.0
YLR328W,10.94,4.4,13.0,9.44666666667
YLR329W,,15.3,,15.3
YLR330W,16.12,8.0,34.0,19.3733333333
YLR332W,4.93,4.4,43.0,17.4433333333
YLR333C,24.41,16.5,13.0,17.97
YLR335W,16.11,35.0,15.0,22.0366666667
YLR336C,8.71,,40.0,24.355
YLR337C,3.49,,29.0,16.245
YLR340W,57.51,45.4,19.0,40.6366666667
YLR342W,36.8,24.5,,30.65
YLR343W,,,37.0,37.0
YLR344W,30.48,18.9,15.0,21.46
YLR345W,8.92,,64.0,36.46
YLR346C,,,43.0,43.0
YLR347C,9.39,,16.0,12.695
YLR348C,36.5,45.0,23.0,34.8333333333
YLR350W,2.31,13.8,52.0,22.7033333333
YLR351C,48.69,22.4,46.0,39.03
YLR352W,7.35,,58.0,32.675
YLR353W,7.81,,21.0,14.405
YLR354C,87.41,20.8,28.0,45.4033333333
YLR355C,32.72,4.8,12.0,16.5066666667
YLR356W,19.96,,98.0,58.98
YLR357W,4.36,4.0,35.0,14.4533333333
YLR359W,37.64,4.9,36.0,26.18
YLR360W,8.3,12.9,21.0,14.0666666667
YLR361C,21.67,17.3,27.0,21.99
YLR361C-A,16.52,,,16.52
YLR362W,8.99,12.0,38.0,19.6633333333
YLR363C,8.37,14.3,30.0,17.5566666667
YLR363W-A,,2.1,9.0,5.55
YLR364W,26.04,9.2,12.0,15.7466666667
YLR367W,23.9,15.1,,19.5
YLR368W,8.87,5.9,21.0,11.9233333333
YLR369W,10.44,6.4,40.0,18.9466666667
YLR370C,9.56,16.1,56.0,27.22
YLR371W,6.31,12.5,47.0,21.9366666667
YLR372W,26.56,5.9,12.0,14.82
YLR373C,7.76,7.9,27.0,14.22
YLR375W,11.48,4.9,32.0,16.1266666667
YLR376C,2.73,4.3,29.0,12.01
YLR377C,,17.6,,17.6
YLR378C,22.08,9.4,28.0,19.8266666667
YLR380W,14.68,7.2,25.0,15.6266666667
YLR381W,,3.8,28.0,15.9
YLR382C,,5.0,24.0,14.5
YLR383W,13.58,11.3,28.0,17.6266666667
YLR384C,19.68,35.4,15.0,23.36
YLR385C,,3.6,,3.6
YLR386W,8.81,27.3,30.0,22.0366666667
YLR387C,7.77,4.9,50.0,20.89
YLR388W,12.63,11.9,13.0,12.51
YLR389C,28.07,42.9,36.0,35.6566666667
YLR390W,9.21,6.3,30.0,15.17
YLR390W-A,22.75,26.1,113.0,53.95
YLR392C,3.88,,58.0,30.94
YLR393W,,8.6,,8.6
YLR394W,4.54,,32.0,18.27
YLR395C,9.19,12.0,54.0,25.0633333333
YLR396C,19.12,,,19.12
YLR397C,8.97,,,8.97
YLR398C,14.73,,37.0,25.865
YLR399C,9.56,4.8,15.0,9.78666666667
YLR401C,12.03,3.5,9.0,8.17666666667
YLR403W,5.29,3.7,38.0,15.6633333333
YLR404W,8.93,2.7,28.0,13.21
YLR405W,6.78,2.3,15.0,8.02666666667
YLR406C,15.73,7.4,11.0,11.3766666667
YLR407W,2.4,,33.0,17.7
YLR408C,,5.8,48.0,26.9
YLR409C,12.68,4.6,,8.64
YLR410W,24.85,,47.0,35.925
YLR411W,,,17.0,17.0
YLR412W,8.47,4.2,23.0,11.89
YLR413W,9.17,3.1,12.0,8.09
YLR414C,4.92,7.4,37.0,16.44
YLR417W,7.12,7.8,24.0,12.9733333333
YLR418C,9.85,5.0,32.0,15.6166666667
YLR419W,7.87,,16.0,11.935
YLR420W,17.98,14.3,14.0,15.4266666667
YLR421C,21.37,8.4,38.0,22.59
YLR422W,8.77,,64.0,36.385
YLR423C,,,28.0,28.0
YLR424W,8.71,,27.0,17.855
YLR425W,7.54,13.2,49.0,23.2466666667
YLR426W,13.5,,40.0,26.75
YLR427W,8.35,5.3,28.0,13.8833333333
YLR429W,25.12,9.0,30.0,21.3733333333
YLR430W,10.4,,38.0,24.2
YLR431C,,3.0,41.0,22.0
YLR432W,22.46,29.6,8.0,20.02
YLR433C,12.45,8.6,35.0,18.6833333333
YLR435W,7.38,2.0,11.0,6.79333333333
YLR436C,4.98,10.0,42.0,18.9933333333
YLR437C,,5.3,37.0,21.15
YLR438C-A,,8.0,17.0,12.5
YLR438W,36.16,47.3,24.0,35.82
YLR439W,4.02,3.5,27.0,11.5066666667
YLR440C,9.04,8.6,30.0,15.88
YLR441C,52.3,17.8,27.0,32.3666666667
YLR442C,6.79,,36.0,21.395
YLR443W,,3.9,35.0,19.45
YLR445W,,,27.0,27.0
YLR446W,,,56.0,56.0
YLR447C,49.41,32.5,43.0,41.6366666667
YLR448W,32.83,17.3,14.0,21.3766666667
YLR449W,22.91,10.4,11.0,14.77
YLR450W,26.03,14.0,38.0,26.01
YLR451W,4.99,5.2,16.0,8.73
YLR452C,7.89,5.6,39.0,17.4966666667
YLR453C,,6.1,,6.1
YLR454W,15.91,,47.0,31.455
YLR455W,3.68,20.2,34.0,19.2933333333
YLR456W,5.93,,25.0,15.465
YLR457C,,,27.0,27.0
YLR459W,11.97,7.7,27.0,15.5566666667
YLR460C,13.75,,40.0,26.875
YML001W,42.57,8.3,42.0,30.9566666667
YML002W,,,38.0,38.0
YML004C,47.61,10.9,46.0,34.8366666667
YML005W,8.85,3.0,15.0,8.95
YML006C,7.51,2.0,26.0,11.8366666667
YML007W,10.64,5.0,43.0,19.5466666667
YML008C,30.19,34.9,27.0,30.6966666667
YML009C,,3.5,32.0,17.75
YML010W,21.66,30.6,,26.13
YML011C,10.42,6.0,27.0,14.4733333333
YML012W,50.91,21.3,32.0,34.7366666667
YML013W,8.54,16.0,32.0,18.8466666667
YML014W,18.24,7.8,,13.02
YML015C,7.1,9.7,53.0,23.2666666667
YML016C,8.06,,57.0,32.53
YML017W,,6.3,41.0,23.65
YML018C,6.7,1.7,16.0,8.13333333333
YML019W,25.34,4.6,21.0,16.98
YML020W,6.93,,37.0,21.965
YML021C,22.37,6.7,25.0,18.0233333333
YML022W,25.73,6.7,11.0,14.4766666667
YML023C,6.19,3.5,18.0,9.23
YML024W,36.66,30.3,16.0,27.6533333333
YML025C,4.59,5.1,42.0,17.23
YML026C,34.75,8.8,13.0,18.85
YML027W,4.73,1.9,39.0,15.21
YML028W,32.38,47.6,35.0,38.3266666667
YML029W,,14.1,,14.1
YML030W,8.62,4.9,60.0,24.5066666667
YML031W,15.93,3.6,28.0,15.8433333333
YML032C,6.19,9.0,49.0,21.3966666667
YML034W,8.45,4.6,25.0,12.6833333333
YML035C,16.18,41.5,56.0,37.8933333333
YML036W,9.52,5.9,21.0,12.14
YML038C,7.36,,52.0,29.68
YML041C,5.62,5.0,48.0,19.54
YML042W,,,84.0,84.0
YML043C,4.23,1.0,11.0,5.41
YML046W,10.6,2.4,33.0,15.3333333333
YML047C,,,59.0,59.0
YML048W,28.73,6.4,23.0,19.3766666667
YML049C,7.77,5.2,42.0,18.3233333333
YML050W,5.4,3.3,31.0,13.2333333333
YML051W,25.99,18.1,32.0,25.3633333333
YML052W,8.31,4.4,30.0,14.2366666667
YML053C,2.23,,30.0,16.115
YML054C,,,81.0,81.0
YML055W,18.11,4.8,28.0,16.97
YML056C,28.54,18.9,5.0,17.48
YML057W,11.72,9.0,35.0,18.5733333333
YML058W,6.29,10.3,50.0,22.1966666667
YML058W-A,152.83,,137.0,144.915
YML059C,14.36,41.1,36.0,30.4866666667
YML060W,8.26,5.3,9.0,7.52
YML061C,9.02,3.8,22.0,11.6066666667
YML062C,5.17,,42.0,23.585
YML063W,53.07,19.1,15.0,29.0566666667
YML064C,4.34,3.0,22.0,9.78
YML065W,10.27,6.7,12.0,9.65666666667
YML067C,24.47,11.0,21.0,18.8233333333
YML068W,,14.8,30.0,22.4
YML069W,18.71,13.8,40.0,24.17
YML070W,60.19,,40.0,50.095
YML071C,8.83,5.3,30.0,14.71
YML072C,36.67,22.7,28.0,29.1233333333
YML073C,45.62,16.4,15.0,25.6733333333
YML074C,32.87,22.5,21.0,25.4566666667
YML075C,12.25,6.0,28.0,15.4166666667
YML076C,7.52,3.9,40.0,17.14
YML077W,13.0,6.5,29.0,16.1666666667
YML078W,109.33,,24.0,66.665
YML079W,78.64,,,78.64
YML080W,7.3,1.1,11.0,6.46666666667
YML081C-A,9.22,,67.0,38.11
YML081W,9.13,4.1,44.0,19.0766666667
YML082W,5.06,,11.0,8.03
YML085C,57.19,38.9,29.0,41.6966666667
YML086C,29.25,15.0,31.0,25.0833333333
YML087C,,3.3,52.0,27.65
YML088W,10.66,3.4,37.0,17.02
YML091C,6.31,5.8,47.0,19.7033333333
YML092C,16.21,5.6,40.0,20.6033333333
YML093W,12.41,4.2,6.0,7.53666666667
YML094W,21.07,7.6,15.0,14.5566666667
YML095C,,,22.0,22.0
YML096W,15.64,,10.0,12.82
YML097C,5.06,,22.0,13.53
YML098W,7.59,9.3,43.0,19.9633333333
YML099C,,4.5,32.0,18.25
YML100W,12.29,,165.0,88.645
YML101C,30.46,10.3,,20.38
YML102W,10.48,4.8,32.0,15.76
YML103C,13.81,42.0,35.0,30.27
YML104C,9.41,8.4,20.0,12.6033333333
YML105C,12.17,4.7,26.0,14.29
YML106W,35.91,11.5,22.0,23.1366666667
YML107C,5.45,5.4,46.0,18.95
YML108W,6.12,3.4,12.0,7.17333333333
YML109W,12.7,6.5,34.0,17.7333333333
YML110C,40.3,26.4,39.0,35.2333333333
YML111W,7.32,,31.0,19.16
YML112W,4.21,2.5,32.0,12.9033333333
YML113W,0.23,2.5,13.0,5.24333333333
YML114C,6.79,3.9,,5.345
YML115C,12.86,6.1,34.0,17.6533333333
YML116W,7.84,2.8,30.0,13.5466666667
YML116W-A,,,43.0,43.0
YML117W,11.34,49.7,,30.52
YML118W,,17.4,59.0,38.2
YML119W,5.02,,40.0,22.51
YML120C,4.64,,91.0,47.82
YML121W,9.83,6.4,45.0,20.41
YML123C,41.75,3.2,49.0,31.3166666667
YML124C,32.48,13.8,31.0,25.76
YML125C,27.08,4.6,,15.84
YML126C,41.56,27.0,29.0,32.52
YML127W,9.44,10.1,20.0,13.18
YML128C,12.59,,,12.59
YML129C,,12.0,47.0,29.5
YML130C,14.48,,37.0,25.74
YML131W,34.09,,48.0,41.045
YML132W,20.35,,43.0,31.675
YMR001C,8.59,4.2,26.0,12.93
YMR002W,8.07,3.6,31.0,14.2233333333
YMR003W,5.4,1.6,20.0,9.0
YMR004W,8.74,10.0,42.0,20.2466666667
YMR005W,12.35,10.2,36.0,19.5166666667
YMR006C,24.59,,27.0,25.795
YMR008C,23.87,,51.0,37.435
YMR009W,5.93,6.6,32.0,14.8433333333
YMR010W,7.65,,44.0,25.825
YMR011W,17.55,14.4,9.0,13.65
YMR012W,37.36,50.4,17.0,34.92
YMR013C,5.2,2.6,34.0,13.9333333333
YMR014W,6.47,9.8,12.0,9.42333333333
YMR015C,7.73,6.3,57.0,23.6766666667
YMR016C,10.08,4.2,19.0,11.0933333333
YMR018W,,,26.0,26.0
YMR019W,9.35,4.0,40.0,17.7833333333
YMR020W,11.99,11.4,32.0,18.4633333333
YMR021C,2.45,,51.0,26.725
YMR022W,16.07,24.8,45.0,28.6233333333
YMR023C,6.31,5.0,29.0,13.4366666667
YMR024W,7.35,4.4,32.0,14.5833333333
YMR025W,,7.0,24.0,15.5
YMR026C,13.06,5.2,36.0,18.0866666667
YMR027W,30.97,,49.0,39.985
YMR028W,6.94,6.7,33.0,15.5466666667
YMR029C,11.91,17.8,42.0,23.9033333333
YMR030W,6.0,16.1,51.0,24.3666666667
YMR030W-A,2.84,,,2.84
YMR031C,16.02,,56.0,36.01
YMR032W,8.33,6.5,,7.415
YMR033W,11.37,3.8,27.0,14.0566666667
YMR034C,,,34.0,34.0
YMR035W,8.54,12.1,30.0,16.88
YMR036C,5.16,3.6,21.0,9.92
YMR037C,5.86,6.4,33.0,15.0866666667
YMR038C,21.62,13.1,23.0,19.24
YMR039C,7.92,4.9,28.0,13.6066666667
YMR040W,,10.7,33.0,21.85
YMR041C,6.57,9.2,57.0,24.2566666667
YMR042W,,2.6,,2.6
YMR043W,3.25,4.0,16.0,7.75
YMR044W,6.49,3.3,25.0,11.5966666667
YMR047C,7.46,18.3,36.0,20.5866666667
YMR048W,11.61,5.5,24.0,13.7033333333
YMR049C,18.42,9.3,6.0,11.24
YMR052W,,5.0,25.0,15.0
YMR054W,18.37,6.9,39.0,21.4233333333
YMR055C,2.31,,22.0,12.155
YMR056C,4.18,3.7,56.0,21.2933333333
YMR058W,38.82,6.3,60.0,35.04
YMR059W,2.94,2.2,22.0,9.04666666667
YMR060C,7.25,5.4,40.0,17.55
YMR061W,15.95,,36.0,25.975
YMR062C,33.94,8.1,41.0,27.68
YMR063W,,3.4,,3.4
YMR064W,5.03,4.6,,4.815
YMR065W,4.8,,35.0,19.9
YMR066W,,3.7,29.0,16.35
YMR067C,6.87,9.8,28.0,14.89
YMR068W,,10.2,,10.2
YMR069W,,6.7,,6.7
YMR070W,,6.0,22.0,14.0
YMR071C,12.12,9.8,47.0,22.9733333333
YMR072W,18.0,12.6,44.0,24.8666666667
YMR073C,13.11,5.4,46.0,21.5033333333
YMR074C,20.42,15.1,,17.76
YMR075W,,5.2,21.0,13.1
YMR076C,10.61,41.2,36.0,29.27
YMR077C,3.35,9.0,33.0,15.1166666667
YMR078C,13.74,19.7,31.0,21.48
YMR079W,21.55,12.8,26.0,20.1166666667
YMR080C,19.74,5.6,32.0,19.1133333333
YMR081C,,16.5,,16.5
YMR083W,45.34,12.8,40.0,32.7133333333
YMR085W,,,104.0,104.0
YMR086W,13.01,6.1,29.0,16.0366666667
YMR087W,4.63,,56.0,30.315
YMR088C,22.98,7.1,39.0,23.0266666667
YMR089C,17.62,12.6,28.0,19.4066666667
YMR090W,3.36,,71.0,37.18
YMR091C,12.8,,28.0,20.4
YMR092C,23.11,,52.0,37.555
YMR093W,9.58,1.8,14.0,8.46
YMR094W,,11.4,,11.4
YMR095C,-242.15,8.0,47.0,-62.3833333333
YMR096W,52.01,11.2,51.0,38.07
YMR097C,14.58,14.8,36.0,21.7933333333
YMR098C,10.22,5.2,28.0,14.4733333333
YMR099C,42.66,28.2,31.0,33.9533333333
YMR100W,5.04,4.9,37.0,15.6466666667
YMR102C,5.65,,20.0,12.825
YMR106C,,2.6,27.0,14.8
YMR107W,,,69.0,69.0
YMR108W,33.38,,21.0,27.19
YMR109W,,,31.0,31.0
YMR110C,9.63,,58.0,33.815
YMR111C,,7.0,44.0,25.5
YMR112C,7.2,7.8,22.0,12.3333333333
YMR113W,10.99,4.5,30.0,15.1633333333
YMR114C,,20.4,79.0,49.7
YMR115W,11.15,8.0,34.0,17.7166666667
YMR116C,66.78,41.3,10.0,39.36
YMR117C,,3.5,,3.5
YMR119W,13.98,,,13.98
YMR120C,36.23,,46.0,41.115
YMR121C,13.03,9.0,32.0,18.01
YMR122W-A,6.76,,32.0,19.38
YMR123W,18.05,7.7,33.0,19.5833333333
YMR124W,6.91,,50.0,28.455
YMR125W,15.79,9.1,17.0,13.9633333333
YMR126C,6.84,,26.0,16.42
YMR127C,6.88,4.0,10.0,6.96
YMR128W,14.57,19.2,5.0,12.9233333333
YMR129W,16.63,4.0,26.0,15.5433333333
YMR130W,7.97,,16.0,11.985
YMR131C,24.41,5.6,10.0,13.3366666667
YMR132C,3.51,,,3.51
YMR134W,7.52,4.7,21.0,11.0733333333
YMR135C,7.65,10.3,71.0,29.65
YMR136W,6.56,18.7,69.0,31.42
YMR137C,6.54,7.5,35.0,16.3466666667
YMR138W,17.05,4.2,15.0,12.0833333333
YMR139W,11.52,9.6,50.0,23.7066666667
YMR140W,,15.7,,15.7
YMR142C,51.97,17.3,17.0,28.7566666667
YMR143W,27.13,20.9,14.0,20.6766666667
YMR144W,7.42,,29.0,18.21
YMR145C,19.3,4.0,12.0,11.7666666667
YMR146C,30.76,7.2,16.0,17.9866666667
YMR148W,4.89,6.5,27.0,12.7966666667
YMR149W,28.81,6.9,32.0,22.57
YMR150C,28.87,15.7,23.0,22.5233333333
YMR152W,22.98,25.2,43.0,30.3933333333
YMR153W,8.14,6.9,28.0,14.3466666667
